1166.0,39,23,down
1166.0,39,18,down
1167.0,34,37,up
1167.0,34,9,up
1167.0,34,28,up
1167.0,34,17,up
1167.0,34,10,up
1167.0,34,8,down
1167.0,34,0,down
1167.0,34,37,down
1167.0,34,9,down
1167.0,34,28,down
1167.0,34,17,down
1167.0,35,32,down
1169.0,34,36,up
1169.0,34,39,up
1169.0,34,38,up
1169.0,34,40,up
1169.0,34,33,down
1169.0,34,36,down
1169.0,34,39,down
1169.0,34,38,down
1174.0,28,35,up
1174.0,28,21,up
1174.0,28,23,up
1174.0,28,16,down
1174.0,28,35,down
1174.0,28,21,down
1180.0,0,34,up
1180.0,0,19,up
1180.0,0,18,up
1180.0,0,40,down
1180.0,0,34,down
1180.0,0,19,down
1180.0,0,18,down
1187.0,18,21,up
1187.0,18,4,up
1187.0,18,3,down
1187.0,18,40,down
1187.0,18,21,down
1187.0,18,4,down
1197.0,37,33,down
1197.0,37,6,down
1197.0,37,9,down
1200.0,24,16,up
1200.0,24,23,up
1200.0,24,7,down
1200.0,24,18,down
1200.0,24,16,down
1201.0,10,19,up
1201.0,10,17,up
1201.0,10,34,down
1201.0,10,21,down
1201.0,10,40,down
1201.0,10,28,down
1201.0,10,19,down
1201.0,10,17,down
1203.0,10,6,up
1203.0,10,16,up
1203.0,10,39,up
1203.0,10,18,up
1203.0,10,23,up
1203.0,10,24,up
1203.0,10,6,down
1203.0,10,16,down
1203.0,24,19,up
1203.0,24,25,up
1203.0,24,40,down
1203.0,24,33,down
1203.0,24,19,down
1204.0,23,35,up
1204.0,23,3,up
1204.0,23,39,down
1204.0,23,7,down
1204.0,23,19,down
1204.0,23,35,down
1204.0,23,3,down
1205.0,6,24,up
1205.0,6,37,up
1205.0,6,39,up
1205.0,6,28,down
1205.0,6,18,down
1205.0,6,36,down
1205.0,6,40,down
1205.0,6,24,down
1206.0,17,21,up
1207.0,23,18,up
1207.0,23,0,up
1207.0,23,33,up
1207.0,23,37,down
1207.0,23,18,down
1207.0,23,0,down
1207.0,23,33,down
1208.0,6,38,up
1208.0,6,13,up
1208.0,6,7,down
1208.0,6,37,down
1208.0,6,39,down
1208.0,6,38,down
1208.0,16,34,up
1208.0,16,39,up
1208.0,16,4,up
1208.0,16,19,up
1208.0,16,10,up
1208.0,16,3,up
1208.0,16,40,up
1208.0,16,34,down
1208.0,16,39,down
1208.0,16,4,down
1210.0,6,21,up
1210.0,6,4,up
1210.0,6,19,up
1210.0,6,34,up
1210.0,6,23,down
1210.0,6,21,down
1210.0,6,4,down
1210.0,7,35,up
1210.0,7,37,up
1210.0,7,0,up
1210.0,7,10,up
1210.0,7,16,up
1210.0,7,8,down
1210.0,7,35,down
1210.0,7,37,down
1210.0,7,0,down
1210.0,7,10,down
1210.0,27,26,down
1211.0,2,7,up
1211.0,2,26,up
1211.0,2,18,up
1211.0,2,16,up
1211.0,2,38,up
1211.0,2,9,up
1211.0,2,7,down
1211.0,2,26,down
1211.0,2,18,down
1211.0,2,16,down
1211.0,40,17,up
1211.0,40,16,up
1211.0,40,36,down
1211.0,40,17,down
1212.0,7,6,up
1212.0,7,23,up
1212.0,7,33,up
1212.0,7,21,up
1212.0,7,40,down
1212.0,7,6,down
1212.0,16,17,up
1212.0,16,24,up
1212.0,16,23,up
1212.0,16,17,down
1212.0,16,24,down
1213.0,17,18,up
1213.0,17,4,up
1213.0,17,33,up
1213.0,17,16,up
1213.0,17,6,up
1213.0,17,38,down
1213.0,17,18,down
1214.0,40,33,up
1214.0,40,34,up
1214.0,40,28,up
1214.0,40,8,down
1214.0,40,16,down
1215.0,33,35,up
1215.0,33,2,up
1215.0,33,16,up
1215.0,33,37,up
1215.0,33,28,down
1215.0,33,6,down
1215.0,33,35,down
1215.0,33,2,down
1215.0,33,16,down
1215.0,33,37,down
1215.0,40,19,up
1215.0,40,38,up
1215.0,40,39,up
1215.0,40,7,up
1215.0,40,18,up
1215.0,40,23,up
1215.0,40,19,down
1215.0,40,38,down
1215.0,40,39,down
1215.0,40,7,down
1215.0,40,18,down
1215.0,40,23,down
1216.0,2,28,up
1216.0,2,6,up
1216.0,2,0,up
1216.0,2,21,up
1216.0,2,4,up
1216.0,2,28,down
1216.0,3,28,up
1216.0,3,16,up
1216.0,3,36,down
1216.0,3,24,down
1216.0,33,3,up
1216.0,33,21,up
1216.0,33,4,up
1216.0,33,23,up
1216.0,33,34,up
1216.0,33,3,down
1216.0,33,21,down
1216.0,33,4,down
1217.0,17,7,up
1217.0,17,3,up
1217.0,17,10,up
1217.0,17,40,up
1217.0,17,4,down
1217.0,17,33,down
1217.0,17,7,down
1217.0,17,3,down
1217.0,17,10,down
1217.0,27,32,up
1217.0,27,22,up
1217.0,27,32,down
1217.0,27,22,down
1219.0,2,35,up
